SCHOENAU,67390,,J,,A,,
SCHWOBSHEIM,67390,,J,,A,,
ILLKIRCH GRAFFENSTADEN,67400,,A,,A,,
DRUSENHEIM,67410,,,M,,,M
ROHRWILLER,67410,,,M,,,M
BOURG BRUCHE,67420,,,,A,,
COLROY LA ROCHE,67420,,,,A,,
PLAINE,67420,,,,A,,
RANRUPT,67420,,,,A,,
SAALES,67420,,,,A,,
ST BLAISE LA ROCHE,67420,,,,A,,
SAULXURES,67420,,,,A,,
BOURG,67420,,,,A,,
CHAMPENAY,67420,,,,A,,
POUTAY,67420,,,,A,,
BUTTEN,67430,,,J,,,J
DEHLINGEN,67430,,,J,,,J
DIEMERINGEN,67430,,,J,,,J
DOMFESSEL,67430,,,J,,,J
LORENTZEN,67430,,,J,,,J
MACKWILLER,67430,,,J,,,J
RATZWILLER,67430,,,J,,,J
VOELLERDINGEN,67430,,,J,,,J
WALDHAMBACH,67430,,,J,,,J
BIRKENWALD,67440,,,J,,,J
DIMBSTHAL,67440,,,J,,,J
HENGWILLER,67440,,,J,,,J
JETTERSWILLER,67440,,,J,,,J
KLEINGOEFT,67440,,,J,,,J
LOCHWILLER,67440,,,J,,,J
MARMOUTIER,67440,,,J,,,J
REINHARDSMUNSTER,67440,,,J,,,J
REUTENBOURG,67440,,,J,,,J
SALENTHAL,67440,,,J,,,J
SCHWENHEIM,67440,,,J,,,J
SINGRIST,67440,,,J,,,J
THAL MARMOUTIER,67440,,,J,,,J
WESTHOUSE MARMOUTIER,67440,,,J,,,J
SCHWEBWILLER,67440,,,J,,,J
ST GALL,67440,,,J,,,J
LAMPERTHEIM,67450,,M,,M,,
MUNDOLSHEIM,67450,,M,,M,,
SOUFFELWEYERSHEIM,67460,,M,,M,M,
BUHL,67470,,,M,,,M
CROETTWILLER,67470,,,M,,,M
EBERBACH SELTZ,67470,,,M,,,M
MOTHERN,67470,,,M,,,M
MUNCHHAUSEN,67470,,,M,,,M
NIEDERROEDERN,67470,,,M,,,M
SCHAFFHOUSE PRES SELTZ,67470,,,M,,,M
SELTZ,67470,,,M,,,M
TRIMBACH,67470,,,M,,,M
WINTZENBACH,67470,,,M,,,M
AUENHEIM,67480,,,M,,,M
FORSTFELD,67480,,,M,,,M
FORT LOUIS,67480,,,M,,,M
KAUFFENHEIM,67480,,,M,,,M
LEUTENHEIM,67480,,,M,,,M
NEUHAEUSEL,67480,,,M,,,M
ROESCHWOOG,67480,,,M,,,M
ROPPENHEIM,67480,,,M,,,M
ROUNTZENHEIM,67480,,,M,,,M
ALTENHEIM,67490,,,J,,,J
DETTWILLER,67490,,,J,,,J
FRIEDOLSHEIM,67490,,,J,,,J
GOTTESHEIM,67490,,,J,,,J
LITTENHEIM,67490,,,J,,,J
LUPSTEIN,67490,,,J,,,J
PRINTZHEIM,67490,,,J,,,J
BATZENDORF,67500,,J,,J,,
HAGUENAU,67500,,J,,J,,J
NIEDERSCHAEFFOLSHEIM,67500,,J,,J,,
WEITBRUCH,67500,,J,,J,,
HARTHOUSE,67500,,J,,J,,
MARIENTHAL,67500,,J,,J,,
CLIMBACH,67510,,,J,,J,
LEMBACH,67510,,,J,,J,
MATTSTALL,67510,,,J,,J,
NIEDERSTEINBACH,67510,,,J,,J,
OBERSTEINBACH,67510,,,J,,J,
WINGEN,67510,,,J,,J,
PETIT WINGEN,67510,,,J,,J,
KIRCHHEIM,67520,,,J,,,
KUTTOLSHEIM,67520,,,J,,,
MARLENHEIM,67520,,,J,,,
NORDHEIM,67520,,,J,,,
ODRATZHEIM,67520,,,J,,,
WANGEN,67520,,,J,,,
BOERSCH,67530,,,,A,,
OTTROTT,67530,,,,A,,
ST NABOR,67530,,,,A,,
KLINGENTHAL,67530,,,,A,,
OSTWALD,67540,,J,,J,,
ECKWERSHEIM,67550,,M,,M,,
VENDENHEIM,67550,,M,,M,,
ROSENWILLER,67560,,,,A,,
ROSHEIM,67560,,,,A,,
LA BROQUE,67570,,,,A,,
ROTHAU,67570,,,,A,,
LA CLAQUETTE,67570,,,,A,,
FORSTHEIM,67580,,,M,,M,
LAUBACH,67580,,,M,,M,
MERTZWILLER,67580,,,M,,M,
MIETESHEIM,67580,,,M,,M,
OHLUNGEN,67590,,J,,J,,J
SCHWEIGHOUSE SUR MODER,67590,,J,,J,,J
WINTERSHOUSE,67590,,J,,J,,J
BALDENHEIM,67600,,J,,A,,
BINDERNHEIM,67600,,J,,A,,
EBERSHEIM,67600,,J,,A,,
EBERSMUNSTER,67600,,J,,A,,
HILSENHEIM,67600,,J,,A,,
KINTZHEIM,67600,,J,,A,,
MUSSIG,67600,,J,,A,,
MUTTERSHOLTZ,67600,,J,,A,,
ORSCHWILLER,67600,,J,,A,,
SELESTAT,67600,,J,,A,,
EHNWIHR,67600,,J,,A,,
LA WANTZENAU,67610,,M,,M,,
SOUFFLENHEIM,67620,,,M,,,M
LAUTERBOURG,67630,,,M,,,M
NEEWILLER PRES LAUTERBOURG,67630,,,M,,,M
NIEDERLAUTERBACH,67630,,,M,,,M
SCHEIBENHARD,67630,,,M,,,M
FEGERSHEIM,67640,,A,,A,,
ICHTRATZHEIM,67640,,A,,A,,
LIPSHEIM,67640,,A,,A,,
OHNHEIM,67640,,A,,A,,
BLIENSCHWILLER,67650,,J,,A,,
DAMBACH LA VILLE,67650,,J,,A,,
DIEFFENTHAL,67650,,J,,A,,
